Cat_ID_timepoint,Cat_ID,Owner_ID,timepoint,date,dob,Age_years,Breed,breed,Sex,neuter_status,weight,BCS,MCS_combined,Heart_murmur,HM_grade,HM_at_least_once,HR,CKD,CKD_IRIS,CKD_over.study,Hypertension,hypertensive_over.study,Diabetes_mellitus,diabetes_over.study,Hyperthyroidism,hyperthyroid_over.study,oe.abnormalities_Yes_no_incomplete,oe.abnormality_score,oe_abnormalities_over_study,Dental_disease,dental_dz_over_study,Neoplasia,neoplasia_over.study,FIV.Y.N.,Medications,log_sbp,SBP,Healthy_visit,Overall_health_status
Cat105_3,Cat105,Own084,3,08/06/2021,01/11/2010,10.60095825,Non-pedigree,DSH,Female,Yes,5.07,7,28,No,0,No,200,No,0,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.95088529,141.3,Yes,Not_Healthy
Cat105_3.5,Cat105,Own084,3.5,14/12/2021,01/11/2010,11.11841205,Non-pedigree,DSH,Female,Yes,4.94,7,25,No,0,No,232,No,NA,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,5.164785974,175,Yes,Not_Healthy
Cat105_4,Cat105,Own084,4,07/06/2022,01/11/2010,11.59753593,Non-pedigree,DSH,Female,Yes,4.99,7,26,No,0,No,164,No,0,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,5.081404365,161,Yes,Not_Healthy
Cat105_5,Cat105,Own084,5,27/06/2023,01/11/2010,12.65160849,Non-pedigree,DSH,Female,Yes,4.66,7,26,No,0,No,196,No,NA,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,None,NA,NA,Yes,Not_Healthy
Cat105_5.5,Cat105,Own084,5.5,13/12/2023,01/11/2010,13.11430527,Non-pedigree,DSH,Female,Yes,4.49,7,16,No,0,No,220,No,0,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,1,NA,1,No,No,No,None,5.049856007,156,No,Not_Healthy
Cat106_0,Cat106,Own085,0,10/04/2018,18/11/2008,9.3908282,Non-pedigree,DLH,Female,Yes,4.02,4,30,No,0,No,180,No,NA,No,NA,NA,No,No,No,No,Incomplete_OE,NA,0,Yes,1,No,No,No,NA,NA,NA,No,Not_Healthy
Cat107_0,Cat107,Own084,0,11/04/2018,01/07/2007,10.77891855,Non-pedigree,DSH,Female,Yes,3.7,5,30,No,0,Yes,190,No,0,No,No,No,No,No,No,No,Yes,4,1,Yes,1,No,No,No,NA,4.750135956,115.6,Yes,Not_Healthy
Cat107_0.5,Cat107,Own084,0.5,11/10/2018,01/07/2007,11.27994524,Non-pedigree,DSH,Female,Yes,3.78,5,26,No,0,Yes,186,No,0,No,No,No,No,No,No,No,Yes,NA,1,No,1,No,No,No,NA,4.833102254,125.6,Yes,Not_Healthy
Cat107_1,Cat107,Own084,1,18/04/2019,01/07/2007,11.79739904,Non-pedigree,DSH,Female,Yes,3.95,6,30,No,0,Yes,222,No,0,No,No,No,No,No,No,No,Yes,NA,1,No,1,No,No,No,NA,4.916324615,136.5,Yes,Not_Healthy
Cat107_1.5,Cat107,Own084,1.5,07/11/2019,01/07/2007,12.35318275,Non-pedigree,DSH,Female,Yes,3.63,5,25,Yes,1,Yes,222,No,0,No,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.899331225,134.2,Yes,Not_Healthy
Cat107_3,Cat107,Own084,3,08/06/2021,01/07/2007,13.93839836,Non-pedigree,DSH,Female,Yes,3.33,4,22,Yes,1,Yes,196,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,4.97535348,144.8,Yes,Not_Healthy
Cat107_3.5,Cat107,Own084,3.5,14/12/2021,01/07/2007,14.45585216,Non-pedigree,DSH,Female,Yes,3.3,4,21,No,0,Yes,182,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,4.931592087,138.6,Yes,Not_Healthy
Cat107_4,Cat107,Own084,4,07/06/2022,01/07/2007,14.93497604,Non-pedigree,DSH,Female,Yes,3.22,4,18,No,0,Yes,172,No,0,No,No,No,No,No,No,No,Yes,12,1,Yes,1,No,No,No,NA,4.950177325,141.2,No,Not_Healthy
Cat107_4.5,Cat107,Own084,4.5,15/12/2022,01/07/2007,15.45790554,Non-pedigree,DSH,Female,Yes,3.21,4,20,Yes,2,Yes,192,No,NA,No,No,No,No,No,No,No,Yes,14,1,Yes,1,No,No,No,None,5.056245805,157,No,Not_Healthy
Cat107_5,Cat107,Own084,5,27/06/2023,01/07/2007,15.9890486,Non-pedigree,DSH,Female,Yes,2.99,3,19,Yes,2,Yes,224,No,NA,No,No,No,No,No,No,No,Yes,8,1,Yes,1,No,No,No,None,5.049856007,156,No,Not_Healthy
Cat108_0,Cat108,Own084,0,11/04/2018,01/07/2008,9.776865161,Non-pedigree,DSH,Male,Yes,7.54,8,30,Yes,1,Yes,200,No,0,No,No,No,No,No,No,No,Yes,1,1,No,0,No,Yes,No,NA,4.693181063,109.2,Yes,Not_Healthy
Cat108_0.5,Cat108,Own084,0.5,11/10/2018,01/07/2008,10.27789185,Non-pedigree,DSH,Male,Yes,7.21,8,30,No,0,Yes,174,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,0,No,Yes,No,NA,4.909709376,135.6,Yes,Not_Healthy
Cat108_1,Cat108,Own084,1,18/04/2019,01/07/2008,10.79534565,Non-pedigree,DSH,Male,Yes,5.95,6,30,Yes,2,Yes,204,No,0,No,No,No,No,No,No,No,No,0,1,No,0,No,Yes,No,NA,4.704110134,110.4,Yes,Not_Healthy
Cat109_0,Cat109,Own086,0,17/04/2018,09/04/2011,7.022587269,Pedigree,Somali,Male,Yes,4.89,6,30,No,0,Yes,190,No,0,No,No,No,No,No,No,No,No,0,1,No,1,No,Yes,No,NA,4.8978398,134,Yes,Not_Healthy
Cat109_0.5,Cat109,Own086,0.5,16/10/2018,09/04/2011,7.520876112,Pedigree,Somali,Male,Yes,4.76,5,30,Yes,2,Yes,220,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,Yes,No,NA,4.842611042,126.8,Yes,Not_Healthy
Cat109_1,Cat109,Own086,1,23/04/2019,09/04/2011,8.038329911,Pedigree,Somali,Male,Yes,4.63,6,30,No,0,Yes,192,No,NA,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,Yes,No,NA,4.933034048,138.8,Yes,Not_Healthy
Cat109_1.5,Cat109,Own086,1.5,03/10/2019,09/04/2011,8.484599589,Pedigree,Somali,Male,Yes,4.91,6,30,No,0,Yes,184,No,NA,No,No,No,No,No,No,No,NA,NA,1,No,1,No,Yes,No,NA,4.858260814,128.8,Yes,Not_Healthy
Cat109_2.5,Cat109,Own086,2.5,29/10/2020,09/04/2011,9.557837098,Pedigree,Somali,Male,Yes,4.99,6,NA,No,0,Yes,NA,No,NA,No,No,No,No,No,No,No,No,0,1,Yes,1,No,Yes,No,NA,4.959342,142.5,Yes,Not_Healthy
Cat109_3.5,Cat109,Own086,3.5,05/10/2021,09/04/2011,10.49144422,Pedigree,Somali,Male,Yes,4.4,5,24,No,0,Yes,180,No,NA,No,No,No,No,No,No,No,No,0,1,Yes,1,No,Yes,No,NA,4.997212274,148,Yes,Not_Healthy
Cat109_4,Cat109,Own086,4,24/05/2022,09/04/2011,11.12388775,Pedigree,Somali,Male,Yes,4.22,5,20,No,0,Yes,192,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,Yes,No,NA,4.875197323,131,Yes,Not_Healthy
Cat109_4.5,Cat109,Own086,4.5,14/11/2022,09/04/2011,11.60027379,Pedigree,Somali,Male,Yes,4.02,3,18,No,0,Yes,184,No,0,No,No,No,No,No,No,No,No,0,1,No,1,Yes,Yes,No,NA,4.906755164,135.2,No,Not_Healthy
Cat109_5,Cat109,Own086,5,23/05/2023,09/04/2011,12.12046543,Pedigree,Somali,Male,Yes,4.28,4,20,No,0,Yes,200,No,NA,No,No,No,No,No,No,No,Yes,1,1,Yes,1,Yes,Yes,No,None,4.928701911,138.2,No,Not_Healthy
Cat110_0,Cat110,Own087,0,17/04/2018,01/04/2011,7.044490075,Non-pedigree,DMH,Female,Yes,3.34,5,30,No,0,Yes,220,No,0,No,No,Yes,No,No,No,No,Yes,2,1,No,1,No,No,No,NA,4.924350925,137.6,Yes,Not_Healthy
Cat110_0.5,Cat110,Own087,0.5,06/11/2018,01/04/2011,7.600273785,Non-pedigree,DMH,Female,Yes,3.71,5,30,Yes,1,Yes,196,No,NA,No,No,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.953006181,141.6,Yes,Not_Healthy
Cat110_1,Cat110,Own087,1,14/05/2019,01/04/2011,8.117727584,Non-pedigree,DMH,Female,Yes,3.71,6,30,No,0,Yes,222,No,0,No,No,Yes,No,No,No,No,Yes,2,1,No,1,No,No,No,NA,4.878246106,131.4,Yes,Not_Healthy
Cat110_1.5,Cat110,Own087,1.5,14/11/2019,01/04/2011,8.621492129,Non-pedigree,DMH,Female,Yes,3.65,6,30,No,0,Yes,192,No,NA,No,No,Yes,No,No,No,No,NA,NA,1,Yes,1,No,No,No,NA,4.845760651,127.2,Yes,Not_Healthy
Cat110_2.5,Cat110,Own087,2.5,05/11/2020,01/04/2011,9.59890486,Non-pedigree,DMH,Female,Yes,4.01,6,NA,No,0,Yes,NA,No,NA,No,Yes,Yes,No,No,No,No,NA,NA,1,No,1,No,No,No,NA,5.120983351,167.5,No,Not_Healthy
Cat110_3.5,Cat110,Own087,3.5,03/11/2021,01/04/2011,10.5927447,Non-pedigree,DMH,Female,Yes,3.6,5,20,No,0,Yes,180,No,0,No,Yes,Yes,No,No,No,No,Yes,8,1,No,1,No,No,No,NA,5.111987788,166,No,Not_Healthy
Cat110_4,Cat110,Own087,4,18/05/2022,01/04/2011,11.12936345,Non-pedigree,DMH,Female,Yes,4.07,6,20,Yes,2,Yes,200,No,0,No,Yes,Yes,No,No,No,No,Yes,10,1,No,1,No,No,No,NA,5.163642463,174.8,No,Not_Healthy
Cat110_4.5,Cat110,Own087,4.5,22/11/2022,01/04/2011,11.6440794,Non-pedigree,DMH,Female,Yes,3.76,5,20,No,0,Yes,204,No,0,No,Yes,Yes,No,No,No,No,Yes,6,1,No,1,No,No,No,None,5.267858159,194,No,Not_Healthy
Cat110_5,Cat110,Own087,5,13/06/2023,01/04/2011,12.19986311,Non-pedigree,DMH,Female,Yes,3.77,6,22,No,0,Yes,200,No,0,No,No,Yes,No,No,No,No,Yes,11,1,No,1,No,No,No,None,5.047288612,155.6,No,Not_Healthy
Cat110_5.5,Cat110,Own087,5.5,06/12/2023,01/04/2011,12.68172485,Non-pedigree,DMH,Female,Yes,3.9,6,19,No,0,Yes,228,No,0,No,Yes,Yes,No,No,No,No,Yes,7,1,No,1,No,No,No,no meds,5.123963979,168,No,Not_Healthy
Cat111_0,Cat111,Own088,0,18/04/2018,05/04/2008,10.03422313,Non-pedigree,DSH,Male,Yes,4.37,5,30,Yes,1,Yes,192,No,NA,No,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.879767019,131.6,No,Not_Healthy
Cat112_0,Cat112,Own089,0,09/05/2018,18/09/2009,8.637919233,Non-pedigree,DSH,Male,Yes,5.69,6,28,No,0,No,174,No,0,Yes,No,Yes,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.813809051,123.2,Yes,Not_Healthy
Cat112_0.5,Cat112,Own089,0.5,07/11/2018,18/09/2009,9.136208077,Non-pedigree,DSH,Male,Yes,5.62,7,24,No,0,No,180,No,NA,Yes,No,Yes,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.787491743,120,No,Not_Healthy
Cat112_1,Cat112,Own089,1,16/05/2019,18/09/2009,9.656399726,Non-pedigree,DSH,Male,Yes,5.55,6,30,No,0,No,168,No,0,Yes,No,Yes,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.941642423,140,Yes,Not_Healthy
Cat112_1.5,Cat112,Own089,1.5,14/11/2019,18/09/2009,10.15468857,Non-pedigree,DSH,Male,Yes,5.87,8,26,No,0,No,186,No,0,Yes,No,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.905274778,135,Yes,Not_Healthy
Cat112_3.5,Cat112,Own089,3.5,09/11/2021,18/09/2009,12.14236824,Non-pedigree,DSH,Male,Yes,6.38,8,16,No,0,No,180,No,0,Yes,NA,Yes,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat112_4,Cat112,Own089,4,28/04/2022,18/09/2009,12.60780287,Non-pedigree,DSH,Male,Yes,5.73,7,20,No,0,No,188,No,0,Yes,Yes,Yes,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,5.075173815,160,Yes,Not_Healthy
Cat112_4.5,Cat112,Own089,4.5,13/10/2022,18/09/2009,13.06776181,Non-pedigree,DSH,Male,Yes,5.26,6,20,No,0,No,200,No,0,Yes,No,Yes,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,5.054971108,156.8,Yes,Not_Healthy
Cat112_5,Cat112,Own089,5,17/04/2023,18/09/2009,13.57700205,Non-pedigree,DSH,Male,Yes,5.56,7,22,No,0,No,180,No,NA,Yes,Yes,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,None,5.097852206,163.67,No,Not_Healthy
Cat112_5.5,Cat112,Own089,5.5,10/10/2023,18/09/2009,14.05886379,Non-pedigree,DSH,Male,Yes,5.16,7,16,No,0,No,192,Yes,2,Yes,Yes,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,None,5.127529046,168.6,No,Not_Healthy
Cat113_0,Cat113,Own089,0,09/05/2018,05/02/2008,10.25598905,Non-pedigree,DSH,Female,Yes,3.21,4,23,Yes,1,Yes,186,Yes,3,Yes,No,No,No,No,No,No,Yes,6,1,Yes,1,No,No,No,NA,5.030437921,153,No,Not_Healthy
Cat113_0.5,Cat113,Own089,0.5,07/11/2018,05/02/2008,10.75427789,Non-pedigree,DSH,Female,Yes,2.9,3,22,Yes,2,Yes,180,Yes,3,Yes,No,No,No,No,No,No,Yes,2,1,Yes,1,No,No,No,NA,4.49980967,90,No,Not_Healthy
Cat114_0,Cat114,Own090,0,05/05/2018,05/02/2011,7.244353183,Non-pedigree,DSH,Female,Yes,3.22,5,30,No,0,Yes,174,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.718498871,112,Yes,Not_Healthy
Cat114_0.5,Cat114,Own090,0.5,07/11/2018,05/02/2011,7.753593429,Non-pedigree,DSH,Female,Yes,3.32,5,30,No,0,Yes,156,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.804021045,122,Yes,Not_Healthy
Cat114_1,Cat114,Own090,1,15/05/2019,05/02/2011,8.271047228,Non-pedigree,DSH,Female,Yes,3.36,5,30,No,0,Yes,180,No,0,No,No,No,No,No,No,No,Yes,1,1,No,1,No,No,No,NA,4.677490848,107.5,Yes,Not_Healthy
Cat114_1.5,Cat114,Own090,1.5,13/11/2019,05/02/2011,8.769336071,Non-pedigree,DSH,Female,Yes,3.3,5,30,No,0,Yes,176,No,NA,No,No,No,No,No,No,No,NA,NA,1,Yes,1,No,No,No,NA,4.700480366,110,Yes,Not_Healthy
Cat114_3,Cat114,Own090,3,06/07/2021,05/02/2011,10.41478439,Non-pedigree,DSH,Female,Yes,3.5,5,30,No,0,Yes,192,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.869839484,130.3,Yes,Not_Healthy
Cat114_3.5,Cat114,Own090,3.5,25/01/2022,05/02/2011,10.9705681,Non-pedigree,DSH,Female,Yes,3.28,5,NA,No,0,Yes,168,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat114_4,Cat114,Own090,4,06/07/2022,05/02/2011,11.41409993,Non-pedigree,DSH,Female,Yes,3.17,4,22,No,0,Yes,240,No,NA,No,No,No,No,No,No,No,Yes,6,1,Yes,1,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat114_4.5,Cat114,Own090,4.5,10/01/2023,05/02/2011,11.92881588,Non-pedigree,DSH,Female,Yes,3.15,4,20,No,0,Yes,240,NA,NA,NA,No,No,No,No,No,No,Yes,11,1,Yes,1,No,No,No,NA,NA,NA,No,Not_Healthy
Cat114_5,Cat114,Own090,5,12/07/2023,05/02/2011,12.42984257,Non-pedigree,DSH,Female,Yes,3.1,4,21,Yes,1,Yes,224,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.8978398,134,No,Not_Healthy
Cat115_0,Cat115,Own091,0,16/05/2018,01/01/2010,8.369609856,Non-pedigree,DSH,Female,Yes,3.33,5,30,No,0,No,180,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.86753445,130,No,Not_Healthy
Cat115_0.5,Cat115,Own091,0.5,20/11/2018,01/01/2010,8.884325804,Non-pedigree,DSH,Female,Yes,3.15,4,30,No,0,No,192,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.894850261,133.6,Yes,Not_Healthy
Cat115_1,Cat115,Own091,1,30/04/2019,01/01/2010,9.325119781,Non-pedigree,DSH,Female,Yes,3.12,5,30,No,0,No,174,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,4.882801923,132,No,Not_Healthy
Cat115_1.5,Cat115,Own091,1.5,31/10/2019,01/01/2010,9.828884326,Non-pedigree,DSH,Female,Yes,3.13,5,28,No,0,No,156,No,NA,No,No,No,No,No,No,No,NA,NA,1,Yes,1,No,No,No,NA,4.905274778,135,Yes,Not_Healthy
Cat115_3.5,Cat115,Own091,3.5,09/11/2021,01/01/2010,11.85489391,Non-pedigree,DSH,Female,Yes,3,4,18,No,0,No,160,No,0,No,No,No,No,No,No,No,Yes,3,1,Yes,1,No,No,No,NA,4.882801923,132,Yes,Not_Healthy
Cat115_4,Cat115,Own091,4,10/05/2022,01/01/2010,12.35318275,Non-pedigree,DSH,Female,Yes,3.1,5,21,No,0,No,188,No,0,No,No,No,No,No,No,No,Yes,12,1,Yes,1,No,No,No,NA,4.950177325,141.2,No,Not_Healthy
Cat115_4.5,Cat115,Own091,4.5,03/11/2022,01/01/2010,12.83778234,Non-pedigree,DSH,Female,Yes,2.9,4,20,No,0,No,152,No,0,No,No,No,No,No,No,No,Yes,12,1,Yes,1,No,No,No,solensia,4.755312844,116.2,No,Not_Healthy
Cat116_0,Cat116,Own092,0,22/05/2018,14/09/2010,7.685147159,Pedigree,Siamese,Female,Yes,3.29,6,30,No,0,No,186,No,0,No,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.955827058,142,No,Not_Healthy
Cat116_0.5,Cat116,Own092,0.5,31/10/2018,14/09/2010,8.128678987,Pedigree,Siamese,Female,Yes,3.14,5,30,No,0,No,192,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.790819533,120.4,Yes,Not_Healthy
Cat116_1,Cat116,Own092,1,02/05/2019,14/09/2010,8.629705681,Pedigree,Siamese,Female,Yes,3.15,5,30,No,0,No,174,No,0,No,No,No,No,No,No,No,Yes,1,1,No,1,No,No,No,NA,4.863680881,129.5,Yes,Not_Healthy
Cat116_1.5,Cat116,Own092,1.5,22/11/2019,14/09/2010,9.188227242,Pedigree,Siamese,Female,Yes,3.31,5,30,No,0,No,192,No,NA,No,No,No,No,No,No,No,NA,NA,1,No,1,No,No,No,NA,4.848900371,127.6,Yes,Not_Healthy
Cat117_0,Cat117,Own093,0,22/05/2018,22/06/2011,6.915811088,Non-pedigree,DSH,Female,Yes,3.11,5,30,No,0,No,180,Yes,2,Yes,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.700480366,110,No,Not_Healthy
Cat117_0.5,Cat117,Own093,0.5,08/11/2018,22/06/2011,7.381245722,Non-pedigree,DSH,Female,Yes,3.06,5,30,No,0,No,208,Yes,NA,Yes,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.718498871,112,No,Not_Healthy
Cat117_1,Cat117,Own093,1,09/05/2019,22/06/2011,7.879534565,Non-pedigree,DSH,Female,Yes,3.11,5,30,No,0,No,240,Yes,2,Yes,No,No,No,No,No,No,No,0,1,No,1,No,No,No,NA,4.700480366,110,No,Not_Healthy
Cat117_1.5,Cat117,Own093,1.5,07/11/2019,22/06/2011,8.377823409,Non-pedigree,DSH,Female,Yes,3.24,NA,30,No,0,No,240,Yes,NA,Yes,No,No,No,No,No,No,NA,NA,1,Yes,1,No,No,No,NA,4.884315927,132.2,No,Not_Healthy
Cat117_3.5,Cat117,Own093,3.5,09/11/2021,22/06/2011,10.38466804,Non-pedigree,DSH,Female,Yes,3.3,5,28,No,0,No,224,Yes,2,Yes,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.836281907,126,No,Not_Healthy
Cat117_4,Cat117,Own093,4,28/04/2022,22/06/2011,10.85010267,Non-pedigree,DSH,Female,Yes,3.24,6,30,No,0,No,208,Yes,2,Yes,No,No,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,4.983606622,146,No,Not_Healthy
Cat117_4.5,Cat117,Own093,4.5,13/10/2022,22/06/2011,11.3100616,Non-pedigree,DSH,Female,Yes,3.04,5,27,No,0,No,148,Yes,2,Yes,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.829912459,125.2,No,Not_Healthy
Cat117_5,Cat117,Own093,5,23/05/2023,22/06/2011,11.91786448,Non-pedigree,DSH,Female,Yes,3,5,NA,No,0,No,200,Yes,2,Yes,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,None,4.882801923,132,No,Not_Healthy
Cat117_5.5,Cat117,Own093,5.5,14/11/2023,22/06/2011,12.39698836,Non-pedigree,DSH,Female,Yes,2.71,4,22,No,0,No,200,Yes,2,Yes,No,No,No,No,No,No,No,NA,1,Yes,1,No,No,No,None,4.66032103,105.67,No,Not_Healthy
Cat118_0,Cat118,Own094,0,05/06/2018,22/03/2011,7.206023272,Non-pedigree,DSH,Female,Yes,4.46,6,30,No,0,No,198,No,0,No,NA,No,No,No,No,No,Incomplete_OE,NA,0,Yes,1,No,No,No,NA,NA,NA,Yes,Healthy
Cat118_0.5,Cat118,Own094,0.5,18/12/2018,22/03/2011,7.742642026,Non-pedigree,DSH,Female,Yes,NA,NA,NA,No,0,No,NA,No,NA,No,NA,No,No,No,No,No,Incomplete_OE,NA,0,Yes,1,No,No,No,NA,NA,NA,Yes,Healthy
Cat118_1,Cat118,Own094,1,18/06/2019,22/03/2011,8.240930869,Non-pedigree,DSH,Female,Yes,4.81,7,30,No,0,No,NA,No,NA,No,NA,No,No,No,No,No,Incomplete_OE,NA,0,No,1,No,No,No,NA,NA,NA,Yes,Healthy
Cat118_2.5,Cat118,Own094,2.5,10/12/2020,22/03/2011,9.722108145,Non-pedigree,DSH,Female,Yes,4.75,6,NA,No,0,No,NA,No,NA,No,NA,No,No,No,No,No,NA,NA,0,NA,1,No,No,No,NA,NA,NA,Yes,Healthy
Cat118_4,Cat118,Own094,4,14/06/2022,22/03/2011,11.23066393,Non-pedigree,DSH,Female,Yes,4.48,5,23,Yes,1,No,148,No,NA,No,NA,No,No,No,No,No,Incomplete_OE,NA,0,No,1,No,No,No,NA,NA,NA,Yes,Healthy
Cat119_0,Cat119,Own095,0,13/06/2018,13/06/2009,8.999315537,Non-pedigree,DMH,Female,unknown,5.34,7,28,No,0,No,192,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.912654886,136,No,Not_Healthy
Cat119_0.5,Cat119,Own095,0.5,18/12/2018,13/06/2009,9.514031485,Non-pedigree,DMH,Female,unknown,5.27,7,30,No,0,No,168,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.815431111,123.4,No,Not_Healthy
Cat119_1,Cat119,Own095,1,18/06/2019,13/06/2009,10.01232033,Non-pedigree,DMH,Female,unknown,5.1,7,28,No,0,No,192,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.817050545,123.6,No,Not_Healthy
Cat119_1.5,Cat119,Own095,1.5,21/01/2020,13/06/2009,10.60643395,Non-pedigree,DMH,Female,unknown,5.26,7,30,No,0,No,210,No,0,No,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.770684624,118,No,Not_Healthy
Cat120_0,Cat120,Own096,0,10/07/2018,10/07/2009,8.999315537,Non-pedigree,DSH,Male,Yes,4.92,6,30,No,0,No,180,No,0,No,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,Yes,No,NA,4.820281566,124,No,Not_Healthy
Cat120_0.5,Cat120,Own096,0.5,08/01/2019,10/07/2009,9.497604381,Non-pedigree,DSH,Male,Yes,4.82,6,26,No,0,No,192,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,Yes,No,NA,4.912654886,136,No,Not_Healthy
Cat120_1,Cat120,Own096,1,02/07/2019,10/07/2009,9.976728268,Non-pedigree,DSH,Male,Yes,4.77,4,23,No,0,No,168,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,Yes,Yes,No,NA,4.65396035,105,No,Not_Healthy
Cat121_0,Cat121,Own097,0,10/07/2018,17/09/2008,9.80971937,Non-pedigree,DSH,Male,Yes,5.72,7,27,Yes,2,Yes,NA,No,0,No,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.787491743,120,Yes,Not_Healthy
Cat122_0,Cat122,Own097,0,10/07/2018,10/07/2010,8,Non-pedigree,DSH,Male,Yes,9.18,9,30,No,0,Yes,168,No,0,No,No,Yes,No,No,No,Yes,Yes,NA,1,Yes,1,No,No,No,NA,4.924350925,137.6,No,Not_Healthy
Cat122_1,Cat122,Own097,1,25/07/2019,10/07/2010,9.040383299,Non-pedigree,DSH,Male,Yes,5.55,5,30,No,0,Yes,138,No,0,No,No,Yes,No,No,No,Yes,Yes,NA,1,Yes,1,No,No,No,NA,4.791649753,120.5,Yes,Not_Healthy
Cat122_1.5,Cat122,Own097,1.5,11/01/2020,10/07/2010,9.505817933,Non-pedigree,DSH,Male,Yes,6.45,6,30,No,0,Yes,140,No,NA,No,No,Yes,No,No,No,Yes,NA,NA,1,Yes,1,No,No,No,NA,4.879767019,131.6,Yes,Not_Healthy
Cat122_2,Cat122,Own097,2,20/07/2020,10/07/2010,10.02874743,Non-pedigree,DSH,Male,Yes,6.22,6,30,No,0,Yes,152,No,0,No,No,Yes,No,No,No,Yes,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,5.023880521,152,No,Not_Healthy
Cat122_3,Cat122,Own097,3,28/07/2021,10/07/2010,11.04996578,Non-pedigree,DSH,Male,Yes,5.69,5,26,No,0,Yes,208,No,0,No,No,Yes,No,No,Yes,Yes,Yes,4,1,Yes,1,No,No,No,NA,5.049856007,156,No,Not_Healthy
Cat122_3.5,Cat122,Own097,3.5,25/01/2022,10/07/2010,11.54551677,Non-pedigree,DSH,Male,Yes,5.87,5,25,Yes,2,Yes,148,No,0,No,Yes,Yes,No,No,Yes,Yes,Yes,10,1,Yes,1,No,No,No,15mg vidalta,5.190732156,179.6,No,Not_Healthy
